id,date,steps,distance,calories,very_active_distance
5,2019-07-30,0,0,0,0
5,2019-07-31,0,0,0,0
5,2019-08-01,0,0,0,0
5,2019-08-02,0,0,0,0
5,2019-08-05,0,0,0,0
5,2019-08-06,0,0,0,0
5,2019-08-07,0,0,0,0
5,2019-08-08,3808,2.669,78,0.019
5,2019-08-09,0,0,0,0
5,2019-08-10,0,0,0,0
5,2019-08-11,0,0,0,0
5,2019-08-12,0,0,0,0
5,2019-08-13,12981,8.941,261,0.216
5,2019-08-14,9172,6.487,193,0.161
5,2019-08-15,9787,6.286,189,0.111
5,2019-08-16,8834,5.943,173,0.295
5,2019-08-17,1768,1.161,41,0.072
5,2019-08-18,4583,2.95,94,0.2
5,2019-08-19,8669,6.335,187,0.153
5,2019-08-20,11694,8.229,245,0.139
5,2019-08-21,7825,5.737,170,0.046
5,2019-08-22,4142,2.947,85,0.087
5,2019-08-23,8263,5.776,167,0.065
5,2019-08-24,4856,3.132,94,0.136
5,2019-08-25,0,0,0,0
5,2019-08-26,3363,2.209,64,0.076
5,2019-08-27,9347,6.402,192,0.249
5,2019-08-28,5807,3.945,124,0.204
5,2019-08-29,6752,4.494,134,0.161
5,2019-08-30,8214,5.42,162,0.384
5,2019-08-31,48,0.03,1,0
5,2019-09-01,0,0,0,0
5,2019-09-02,8504,5.669,176,0.408
5,2019-09-03,8800,5.815,170,0.372
5,2019-09-04,6783,4.467,138,0.237
5,2019-09-05,44738,31.476,1108,12.615
5,2019-09-06,16672,11.208,339,1.34
5,2019-09-07,17790,12.161,390,3.923
5,2019-09-08,0,0,0,0
5,2019-09-09,5774,3.882,119,0.207
5,2019-09-10,8367,5.591,169,0.289
5,2019-09-11,8313,5.533,165,0.381
5,2019-09-12,7252,4.908,151,0.191
5,2019-09-13,11023,7.277,218,0.288
5,2019-09-14,0,0,0,0
5,2019-09-15,626,0.39,13,0.088
5,2019-09-16,0,0,0,0
5,2019-09-17,5413,3.712,106,0.094
5,2019-09-18,8783,5.963,172,0.253
5,2019-09-19,4555,3.054,91,0.065
5,2019-09-20,4589,2.985,86,0.127
5,2019-09-21,4020,2.725,80,0.012
5,2019-09-22,4763,3.207,92,0.185
5,2019-09-23,5815,3.968,120,0.153
5,2019-09-24,0,0,0,0
5,2019-09-25,6790,4.645,135,0.094
5,2019-09-26,6550,4.489,131,0.176
5,2019-09-27,5662,3.738,112,0.135
5,2019-09-28,13817,9.322,283,0.298
5,2019-09-29,487,0.321,11,0.029
5,2019-09-30,7131,4.752,136,0.197
5,2019-10-01,7051,4.773,141,0.127
5,2019-10-02,0,0,0,0
5,2019-10-03,4029,2.678,80,0.156
5,2019-10-04,5459,3.603,108,0.246
5,2019-10-05,0,0,0,0
5,2019-10-06,0,0,0,0
5,2019-10-07,9278,6.15,181,0.237
5,2019-10-08,0,0,0,0
5,2019-10-09,5361,3.504,104,0.212
5,2019-10-10,6359,4.268,126,0.112
5,2019-10-11,7621,5.115,150,0.144
5,2019-10-12,3815,2.478,71,0.123
5,2019-10-13,5679,3.702,111,0.146
5,2019-10-14,5755,3.787,112,0.199
5,2019-10-15,6046,3.955,114,0.151
5,2019-10-16,9987,6.747,208,0.59
5,2019-10-17,5679,3.685,106,0.115
5,2019-10-18,5618,3.719,115,0.182
5,2019-10-19,0,0,0,0
5,2019-10-20,0,0,0,0
5,2019-10-21,7199,4.835,147,0.248
5,2019-10-22,6452,4.315,127,0.288
5,2019-10-23,2446,1.574,48,0.134
5,2019-10-24,0,0,0,0
5,2019-10-25,0,0,0,0
5,2019-10-26,0,0,0,0
5,2019-10-27,3672,2.425,73,0.09
5,2019-10-28,0,0,0,0
5,2019-10-29,3652,2.348,69,0.172
5,2019-10-30,0,0,0,0
5,2019-10-31,4834,3.18,104,0.34
5,2019-11-01,3859,2.51,85,0.21
5,2019-11-02,1330,0.864,28,0.095
5,2019-11-03,3058,1.944,64,0.13
5,2019-11-04,5504,3.552,109,0.233
5,2019-11-05,0,0,0,0
5,2019-11-06,5926,3.948,117,0.273
5,2019-11-07,4789,3.124,92,0.188
5,2019-11-08,7569,5.001,145,0.318
5,2019-11-09,2616,1.795,55,0.062
5,2019-11-10,0,0,0,0
5,2019-11-11,7413,4.993,147,0.358
5,2019-11-12,6539,4.443,135,0.235
5,2019-11-13,6849,4.603,136,0.265
5,2019-11-14,8174,5.386,161,0.193
5,2019-11-15,6046,4.073,124,0.374
5,2019-11-16,0,0,0,0
5,2019-11-17,0,0,0,0
5,2019-11-18,0,0,0,0
